theme,series,name,unit,source,definition,primary,secondary,tertiary
Health,DETOMAIN,"Deaths per 100,000, total, male","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean number of deaths per 100,000 attributable to cause of disease or death","Deaths per 100,000",Total,male
Health,DELCFEIN,"Deaths per 100,000, Trachea, bronchus, and lung cancer, female","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean number of deaths per 100,000 attributable to cause of disease or death","Deaths per 100,000","Trachea, bronchus, and lung cancer",female
Health,DELCMAIN,"Deaths per 100,000, Trachea, bronchus, and lung cancer, male","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean number of deaths per 100,000 attributable to cause of disease or death","Deaths per 100,000","Trachea, bronchus, and lung cancer",male
Health,DETBFEIN,"Deaths per 100,000, Tuberculosis, female","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean number of deaths per 100,000 attributable to cause of disease or death","Deaths per 100,000",Tuberculosis,female
Health,DETBMAIN,"Deaths per 100,000, Tuberculosis, male","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean number of deaths per 100,000 attributable to cause of disease or death","Deaths per 100,000",Tuberculosis,male
Health,AVDTFEIN,"Mean age of death, female",Years,Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),Average age of death overall for a population,Mean age of death,,female
Health,AVDTMAIN,"Mean age of death, male",Years,Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),Average age of death overall for a population,Mean age of death,,male
Health,ALCHFEIN,"Risk factor, alcohol use, female","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/cause of disease or death",Risk factor,alcohol use,female
Health,ALCHMAIN,"Risk factor, alcohol use, male","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/cause of disease or death",Risk factor,alcohol use,male
Health,DRUGFEIN,"Risk factor, drug use, female","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/cause of disease or death",Risk factor,drug abuse,female
Health,DRUGMAIN,"Risk factor, drug use, male","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/cause of disease or death",Risk factor,drug abuse,male
Health,PHIAFEDR,"Risk factor, Physical inactivity, female","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/cause of disease or death",Risk factor,physical inactivity,female
Health,PHIAMADR,"Risk factor, Physical inactivity, male","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/cause of disease or death",Risk factor,physical inactivity,male
Health,SMOKFEIN,"Risk factor, tobacco use, female","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/cause of disease or death",Risk factor,tobacco use,female
Health,SMOKMAIN,"Risk factor, tobacco use, male","DALYs per 100,000",Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),"The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/cause of disease or death",Risk factor,tobacco use,male
Health,NECOFEIN,"Unmet need for contraceptive prevalence, female",%,UN Department of Economic and Social Affairs,"Unmet need for contraception is the percentage of fertile, married women of reproductive age who do not want to become pregnant and are not using contraception.",Unmet need for contraception,all women,female
Health,ARTVTHFE,"Antiretroviral therapy coverage, female",%,UN Inter-Agency and Expert Group on Gender Statistics (IAEG-GS),Antiretroviral therapy coverage indicates the percentage of adults and children with advanced HIV infection currently receiving antiretroviral therapy among the estimated number of people needing antiretroviral therapy based on WHO 2010 guidelines.,Antiretroviral therapy coverage,,female
Health,ARTVTHMA,"Antiretroviral therapy coverage, male",%,UN Inter-Agency and Expert Group on Gender Statistics (IAEG-GS),Antiretroviral therapy coverage indicates the percentage of adults and children with advanced HIV infection currently receiving antiretroviral therapy among the estimated number of people needing antiretroviral therapy based on WHO 2010 guidelines.,Antiretroviral therapy coverage,,male
Health,IGMEFEIN,"Infant mortality rate, female","Deaths Per 1,000 Births",UN Inter-agency Group for Child Mortality Estimation (IGME),"Number of deaths under one year of age occurring among the live births in a given geographical area during a given year, per 1,000 live births occurring among the population of the given geographical area during the same year.",Infant mortality rate,,female
Health,IGMEMAIN,"Infant mortality rate, male","Deaths Per 1,000 Births",UN Inter-agency Group for Child Mortality Estimation (IGME),"Number of deaths under one year of age occurring among the live births in a given geographical area during a given year, per 1,000 live births occurring among the population of the given geographical area during the same year.",Infant mortality rate,,male
Health,U5MRFEIN,"Under 5 mortality rate, female","Deaths Per 1,000 Births",UN Inter-agency Group for Child Mortality Estimation (IGME),"Probability of dying between birth and exactly five years of age expressed per 1,000 live births",Under 5 mortality,rate,female
Health,U5MRMAIN,"Under 5 mortality rate, male","Deaths Per 1,000 Births",UN Inter-agency Group for Child Mortality Estimation (IGME),"Probability of dying between birth and exactly five years of age expressed per 1,000 live births",Under 5 mortality,rate,male
Health,HIVYFEIN,"HIV prevalence among youth (15-24), female",%,UNAIDS Spectrum estimates,The prevalence of HIV among the population 15–24 years of age is the number of individuals aged 15–24 living with HIV expressed as a percentage of the total population aged 15-24.,People living with HIV,Age 15-24,female
Health,HIVYMAIN,"HIV prevalence among youth (15-24), male",%,UNAIDS Spectrum estimates,The prevalence of HIV among the population 15–24 years of age is the number of individuals aged 15–24 living with HIV expressed as a percentage of the total population aged 15-24.,People living with HIV,Age 15-24,male
Health,HIVNFEIN,"People living with HIV (15+), female",Number,UNAIDS Spectrum estimates,Number of women living with HIV (15+),People living with HIV,Age 15+,female
Health,HIVNTOIN,"People living with HIV (15+), total",Number,UNAIDS Spectrum estimates,"Total number of people living with HIV, (15+)",People living with HIV,Age 15+,total
Health,LE60FEIN,"Life expectancy at 60 years, female",Years,United Nations Population Division (UNPD),The average number of remaining years of life expected by a hypothetical cohort of males or females alive at age 60 who would be subject during the remaining of their lives to the age- and sex-specific mortality rates of a given period. It is expressed as years.,Life expectancy,at 60 years,female
Health,LE60MAIN,"Life expectancy at 60 years, male",Years,United Nations Population Division (UNPD),The average number of remaining years of life expected by a hypothetical cohort of males or females alive at age 60 who would be subject during the remaining of their lives to the age- and sex-specific mortality rates of a given period. It is expressed as years.,Life expectancy,at 60 years,male
Health,LE60TOIN,"Life expectancy at 60 years, total",Years,United Nations Population Division (UNPD),The average number of remaining years of life expected by a hypothetical cohort of males or females alive at age 60 who would be subject during the remaining of their lives to the age- and sex-specific mortality rates of a given period. It is expressed as years.,Life expectancy,at 60 years,total
Health,ANTENAT4,"Antenatal care coverage 4+, female",%,United Nations Statistics Division,"The percentage of women aged 15-49 with a live birth in a given time period that received antenatal care four or more times as a percentage of women age 15-49 years with a live birth in a given time period. Available survey data on this indicator usually do not specify the type of the provider, therefore, in general, receipt of care by ANY provider is measured.",Antenatal care coverage,Age 4+,female
Health,IBCGFEIN,"BCG immunization, female",%,WHO; aggregates MICS and DHS,The percentage of one-year-olds who have received one dose of Bacille Calmette-Guérin (BCG) vaccine in a given year.,Immunization,BCG,female
Health,IBCGMAIN,"BCG immunization, male",%,WHO; aggregates MICS and DHS,The percentage of one-year-olds who have received one dose of Bacille Calmette-Guérin (BCG) vaccine in a given year.,Immunization,BCG,male
